nodeID;1439;1440;1441;1442;1443;1444;1445;1446;1447;1448;1449;1450;1451;1452;1453;1454;1455;1456;1457;1458;1459;1460;1461;1462;1463;1464;1465;1466;1467;1468;1469;1470;1471;1472;1473;1474;1475;1476;1477;1478;1479;1480;1481;1482;1483;1484;1485;1486;1487;1488;1489;1490;1491;1492;1493;1494;1495;1496;1497;1498;1499;1500;1501;1502;1503;1504;1505;1506;1507;1508;1509;1510;1511;1512;1513;1514;1515;1516;1517;1518;1519
1439;0;4346;1133;3121;790;8797;4862;7898;232;914;2687;9813;2313;285;4595;5873;6296;51;4968;6474;2636;4492;1834;1207;5289;2575;5196;1581;7452;3215;2532;7601;4407;8991;4006;8879;6169;6891;6782;7898;8233;2839;9716;7353;1573;9635;6330;3752;3605;109;2759;394;8623;5833;3049;9903;8239;8483;466;3414;8815;4645;3398;2394;5104;3779;6309;4524;6594;8452;8150;8983;9131;6877;8838;6889;3375;8146;2150;187;5972
1440;4236;0;9101;7029;8228;4852;1806;1006;6009;2884;3440;6488;6489;3634;7272;4138;3987;5907;6919;7359;8285;6989;6791;4604;9947;6080;9595;5491;2485;1034;6940;6943;7549;2393;2138;732;5438;4166;1907;4548;6114;4990;2636;1481;8035;5571;2487;2437;3782;2327;6507;3435;3575;71;1782;4800;1596;9624;2119;850;1842;4378;3015;9055;9592;4753;2188;7993;9823;9819;7791;6407;4342;1451;9328;3346;9742;8713;9543;2486;7075
1441;7587;6852;0;7748;3474;9139;9254;8222;9061;1507;9348;7979;6963;7279;4546;1105;7748;4454;4163;3096;9419;4910;9266;7270;2351;9743;1105;468;9485;9381;8662;3909;1375;9631;683;8576;4594;8815;7259;93;2626;7194;3395;5461;3513;2033;8210;1903;1950;2309;2893;4947;7983;342;2952;6359;108;9461;5774;8529;8070;369;8036;6953;6878;4975;849;8600;1648;7667;2240;3658;6444;8057;1070;6127;8664;6405;9954;4643;7062
1442;7064;7658;1366;0;990;9981;3803;2336;4109;136;9811;1287;5501;9451;8929;5715;5071;2005;5134;6785;7914;1343;6865;7625;4694;7152;9597;5511;6483;3424;7622;1852;1282;3946;6402;1520;5101;9708;9779;4986;6642;5505;5116;5176;3641;2034;491;9249;3323;6858;9330;5084;6303;8996;3109;8484;3087;5362;5738;2799;1212;7542;3779;1099;1283;9943;531;9117;9868;1158;7528;6128;4582;7426;5320;3047;9369;2341;6062;8027;4693
1443;9669;3954;9419;4724;0;2644;4278;2688;4425;7627;5810;2785;8360;3461;799;4628;1271;8697;8940;2943;7023;4160;5365;4908;45;2079;650;3218;4065;9094;7867;7587;3215;6126;4211;9484;58;5107;5119;6005;2363;6031;5461;9780;4574;1236;3030;6573;7985;9060;3199;6649;9048;1633;5940;3513;7097;5953;5687;8394;9;149;6462;1254;9018;2280;1470;2217;4252;1362;2331;9794;8517;3427;2204;9155;2942;2415;4198;6036;180
1444;4932;4309;9816;1726;3480;0;3746;6374;1226;4530;4632;3383;1250;9293;5997;6741;7574;2479;680;2525;4084;7411;8888;4941;3442;3411;9407;5361;4850;6827;5287;7639;2287;9749;4695;6357;802;6662;8844;9270;8205;9238;920;241;1984;4142;5543;3043;889;6424;4340;8978;3495;5858;5781;3951;1749;5250;2625;6;7704;6547;3561;5162;4958;4342;3385;2326;846;6052;2163;300;4474;5995;2229;9877;5782;1804;5087;7838;3654
1445;9629;8865;8121;2655;1967;1391;0;6036;1039;5294;3375;4385;7848;2170;9594;1575;8357;9950;4067;1270;6676;868;1248;2531;7997;3962;3752;1992;5588;9275;7956;3718;7680;4937;1132;6012;3150;4995;4921;3337;4886;4010;7351;5536;1957;3495;1564;5806;4499;2883;4281;9847;8337;1728;9521;9139;9114;9014;5861;3399;4566;4792;9374;6384;2889;3809;9313;913;9784;1020;5629;7051;879;583;4392;7756;8182;3671;1807;9653;8609
1446;4152;9004;1841;848;3145;3118;9486;0;8968;6891;2365;6765;4036;4466;3582;6335;3625;7071;1027;4193;2263;2206;9368;4914;8025;9127;7539;582;8211;978;6957;1579;650;7339;6192;1936;2591;2523;5394;4794;4012;5176;602;5219;8091;3356;8398;8206;2990;1857;3514;6371;4650;5137;3628;5012;2481;7914;4625;2721;4425;160;4699;2216;8493;7981;8662;6740;618;4031;4266;4130;4948;8366;4355;3720;7636;682;4273;5091;8989
1447;5502;6336;3323;177;9447;6575;9599;7083;0;5327;7565;3175;8208;5397;5731;2706;8148;1994;95;3084;8888;5685;875;4000;6870;9617;6278;5878;4832;8442;8688;19;4972;5224;1990;5064;8246;3483;5218;6428;8924;276;2721;5270;6934;3135;6108;6270;8082;6443;7994;4016;3304;4067;9153;7850;7698;5366;849;6390;9442;9929;8418;9104;6133;436;958;3613;9544;8406;7812;6075;1292;3102;1829;6897;3757;5994;6839;1658;1257
